fixture_id,fotmob_match_id,date,home_team,away_team,status,home_score,away_score,competition,round,stadium,attendance,referee
537363,4667790,2026-06-15T19:00:00Z,Belgium,Egypt,"{'utcTime': '2026-06-15T19:00:00.000Z', 'halfs': {'firstHalfStarted': '15.06.2026 21:00:32', 'secondHalfStarted': '15.06.2026 22:07:32'}, 'periodLength': 45, 'finished': True, 'started': True, 'cancelled': False, 'awarded': False, 'scoreStr': '1 - 1', 'reason': {'short': 'FT', 'shortKey': 'fulltime_short', 'long': 'Full-Time', 'longKey': 'finished'}}",1.0,1.0,FIFA World Cup,GROUP_STAGE,,,
537370,4667799,2026-06-15T22:00:00Z,Saudi Arabia,Uruguay,"{'utcTime': '2026-06-15T22:00:00.000Z', 'halfs': {'firstHalfStarted': '16.06.2026 00:04:06', 'secondHalfStarted': '16.06.2026 01:11:01'}, 'periodLength': 45, 'finished': True, 'started': True, 'cancelled': False, 'awarded': False, 'scoreStr': '1 - 1', 'reason': {'short': 'FT', 'shortKey': 'fulltime_short', 'long': 'Full-Time', 'longKey': 'finished'}}",1.0,1.0,FIFA World Cup,GROUP_STAGE,,,
537364,4667791,2026-06-16T01:00:00Z,Iran,New Zealand,"{'utcTime': '2026-06-16T01:00:00.000Z', 'halfs': {'firstHalfStarted': '16.06.2026 03:03:54', 'secondHalfStarted': '16.06.2026 04:12:39'}, 'periodLength': 45, 'finished': True, 'started': True, 'cancelled': False, 'awarded': False, 'scoreStr': '2 - 2', 'reason': {'short': 'FT', 'shortKey': 'fulltime_short', 'long': 'Full-Time', 'longKey': 'finished'}}",2.0,2.0,FIFA World Cup,GROUP_STAGE,,,
537391,4667804,2026-06-16T19:00:00Z,France,Senegal,"{'utcTime': '2026-06-16T19:00:00.000Z', 'halfs': {'firstHalfStarted': '16.06.2026 21:02:54', 'secondHalfStarted': '16.06.2026 22:09:20'}, 'periodLength': 45, 'finished': True, 'started': True, 'cancelled': False, 'awarded': False, 'scoreStr': '3 - 1', 'reason': {'short': 'FT', 'shortKey': 'fulltime_short', 'long': 'Full-Time', 'longKey': 'finished'}}",3.0,1.0,FIFA World Cup,GROUP_STAGE,,,
537392,4667805,2026-06-16T22:00:00Z,Iraq,Norway,"{'utcTime': '2026-06-16T22:00:00.000Z', 'halfs': {'firstHalfStarted': '17.06.2026 00:01:05', 'secondHalfStarted': '17.06.2026 01:08:12'}, 'periodLength': 45, 'finished': True, 'started': True, 'cancelled': False, 'awarded': False, 'scoreStr': '1 - 4', 'reason': {'short': 'FT', 'shortKey': 'fulltime_short', 'long': 'Full-Time', 'longKey': 'finished'}}",1.0,4.0,FIFA World Cup,GROUP_STAGE,,,
537397,4667812,2026-06-17T01:00:00Z,Argentina,Algeria,"{'utcTime': '2026-06-17T01:00:00.000Z', 'halfs': {'firstHalfStarted': '17.06.2026 03:02:45', 'secondHalfStarted': '17.06.2026 04:08:28'}, 'periodLength': 45, 'finished': True, 'started': True, 'cancelled': False, 'awarded': False, 'scoreStr': '3 - 0', 'reason': {'short': 'FT', 'shortKey': 'fulltime_short', 'long': 'Full-Time', 'longKey': 'finished'}}",3.0,0.0,FIFA World Cup,GROUP_STAGE,,,
537398,4667813,2026-06-17T04:00:00Z,Austria,Jordan,"{'utcTime': '2026-06-17T04:00:00.000Z', 'halfs': {'firstHalfStarted': '17.06.2026 06:03:01', 'secondHalfStarted': '17.06.2026 07:10:13'}, 'periodLength': 45, 'finished': True, 'started': True, 'cancelled': False, 'awarded': False, 'scoreStr': '3 - 1', 'reason': {'short': 'FT', 'shortKey': 'fulltime_short', 'long': 'Full-Time', 'longKey': 'finished'}}",3.0,1.0,FIFA World Cup,GROUP_STAGE,,,
537403,4667819,2026-06-17T17:00:00Z,Portugal,Congo DR,"{'utcTime': '2026-06-17T17:00:00.000Z', 'halfs': {'firstHalfStarted': '17.06.2026 19:01:23', 'secondHalfStarted': '17.06.2026 20:09:02'}, 'periodLength': 45, 'finished': True, 'started': True, 'cancelled': False, 'awarded': False, 'scoreStr': '1 - 1', 'reason': {'short': 'FT', 'shortKey': 'fulltime_short', 'long': 'Full-Time', 'longKey': 'finished'}}",1.0,1.0,FIFA World Cup,GROUP_STAGE,,,
537409,4667825,2026-06-17T20:00:00Z,England,Croatia,"{'utcTime': '2026-06-17T20:00:00.000Z', 'halfs': {'firstHalfStarted': '17.06.2026 22:00:12', 'secondHalfStarted': '17.06.2026 23:09:21'}, 'periodLength': 45, 'finished': True, 'started': True, 'cancelled': False, 'awarded': False, 'scoreStr': '4 - 2', 'reason': {'short': 'FT', 'shortKey': 'fulltime_short', 'long': 'Full-Time', 'longKey': 'finished'}}",4.0,2.0,FIFA World Cup,GROUP_STAGE,,,
537410,4667826,2026-06-17T23:00:00Z,Ghana,Panama,"{'utcTime': '2026-06-17T23:00:00.000Z', 'halfs': {'firstHalfStarted': '18.06.2026 01:00:56', 'secondHalfStarted': '18.06.2026 02:06:35'}, 'periodLength': 45, 'finished': True, 'started': True, 'cancelled': False, 'awarded': False, 'scoreStr': '1 - 0', 'reason': {'short': 'FT', 'shortKey': 'fulltime_short', 'long': 'Full-Time', 'longKey': 'finished'}}",1.0,0.0,FIFA World Cup,GROUP_STAGE,,,
537404,4667820,2026-06-18T02:00:00Z,Uzbekistan,Colombia,"{'utcTime': '2026-06-18T02:00:00.000Z', 'halfs': {'firstHalfStarted': '18.06.2026 04:00:08', 'secondHalfStarted': '18.06.2026 05:06:04'}, 'periodLength': 45, 'finished': True, 'started': True, 'cancelled': False, 'awarded': False, 'scoreStr': '1 - 3', 'reason': {'short': 'FT', 'shortKey': 'fulltime_short', 'long': 'Full-Time', 'longKey': 'finished'}}",1.0,3.0,FIFA World Cup,GROUP_STAGE,,,
537329,4667753,2026-06-18T16:00:00Z,Czechia,South Africa,"{'utcTime': '2026-06-18T16:00:00.000Z', 'halfs': {'firstHalfStarted': '18.06.2026 18:00:16', 'secondHalfStarted': '18.06.2026 19:06:24'}, 'periodLength': 45, 'finished': True, 'started': True, 'cancelled': False, 'awarded': False, 'scoreStr': '1 - 1', 'reason': {'short': 'FT', 'shortKey': 'fulltime_short', 'long': 'Full-Time', 'longKey': 'finished'}}",1.0,1.0,FIFA World Cup,GROUP_STAGE,,,
537335,4667759,2026-06-18T19:00:00Z,Switzerland,Bosnia-Herzegovina,"{'utcTime': '2026-06-18T19:00:00.000Z', 'numberOfAwayRedCards': 1, 'halfs': {'firstHalfStarted': '18.06.2026 21:00:06', 'secondHalfStarted': '18.06.2026 22:04:20'}, 'periodLength': 45, 'finished': True, 'started': True, 'cancelled': False, 'awarded': False, 'scoreStr': '4 - 1', 'reason': {'short': 'FT', 'shortKey': 'fulltime_short', 'long': 'Full-Time', 'longKey': 'finished'}}",4.0,1.0,FIFA World Cup,GROUP_STAGE,,,
537336,4667760,2026-06-18T22:00:00Z,Canada,Qatar,"{'utcTime': '2026-06-18T22:00:00.000Z', 'numberOfAwayRedCards': 2, 'halfs': {'firstHalfStarted': '19.06.2026 00:00:52', 'secondHalfStarted': '19.06.2026 01:07:01'}, 'periodLength': 45, 'finished': True, 'started': True, 'cancelled': False, 'awarded': False, 'scoreStr': '6 - 0', 'reason': {'short': 'FT', 'shortKey': 'fulltime_short', 'long': 'Full-Time', 'longKey': 'finished'}}",6.0,0.0,FIFA World Cup,GROUP_STAGE,,,
537330,4667754,2026-06-19T01:00:00Z,Mexico,South Korea,"{'utcTime': '2026-06-19T01:00:00.000Z', 'halfs': {'firstHalfStarted': '19.06.2026 03:00:50', 'secondHalfStarted': '19.06.2026 04:05:09'}, 'periodLength': 45, 'finished': True, 'started': True, 'cancelled': False, 'awarded': False, 'scoreStr': '1 - 0', 'reason': {'short': 'FT', 'shortKey': 'fulltime_short', 'long': 'Full-Time', 'longKey': 'finished'}}",1.0,0.0,FIFA World Cup,GROUP_STAGE,,,
537348,4667774,2026-06-19T19:00:00Z,United States,Australia,"{'utcTime': '2026-06-19T19:00:00.000Z', 'halfs': {'firstHalfStarted': '19.06.2026 21:00:29', 'secondHalfStarted': '19.06.2026 22:10:40'}, 'periodLength': 45, 'finished': True, 'started': True, 'cancelled': False, 'awarded': False, 'scoreStr': '2 - 0', 'reason': {'short': 'FT', 'shortKey': 'fulltime_short', 'long': 'Full-Time', 'longKey': 'finished'}}",2.0,0.0,FIFA World Cup,GROUP_STAGE,,,
537342,4667766,2026-06-19T22:00:00Z,Scotland,Morocco,"{'utcTime': '2026-06-19T22:00:00.000Z', 'halfs': {'firstHalfStarted': '20.06.2026 00:00:15', 'secondHalfStarted': '20.06.2026 01:07:34'}, 'periodLength': 45, 'finished': True, 'started': True, 'cancelled': False, 'awarded': False, 'scoreStr': '0 - 1', 'reason': {'short': 'FT', 'shortKey': 'fulltime_short', 'long': 'Full-Time', 'longKey': 'finished'}}",0.0,1.0,FIFA World Cup,GROUP_STAGE,,,
537341,4667767,2026-06-20T00:30:00Z,Brazil,Haiti,"{'utcTime': '2026-06-20T00:30:00.000Z', 'halfs': {'firstHalfStarted': '20.06.2026 02:32:40', 'secondHalfStarted': '20.06.2026 03:40:35'}, 'periodLength': 45, 'finished': True, 'started': True, 'cancelled': False, 'awarded': False, 'scoreStr': '3 - 0', 'reason': {'short': 'FT', 'shortKey': 'fulltime_short', 'long': 'Full-Time', 'longKey': 'finished'}}",3.0,0.0,FIFA World Cup,GROUP_STAGE,,,
537347,4667773,2026-06-20T03:00:00Z,Turkey,Paraguay,"{'utcTime': '2026-06-20T03:00:00.000Z', 'numberOfAwayRedCards': 1, 'halfs': {'firstHalfStarted': '20.06.2026 05:00:11', 'secondHalfStarted': '20.06.2026 06:11:49'}, 'periodLength': 45, 'finished': True, 'started': True, 'cancelled': False, 'awarded': False, 'scoreStr': '0 - 1', 'reason': {'short': 'FT', 'shortKey': 'fulltime_short', 'long': 'Full-Time', 'longKey': 'finished'}}",0.0,1.0,FIFA World Cup,GROUP_STAGE,,,
537359,4667786,2026-06-20T17:00:00Z,Netherlands,Sweden,"{'utcTime': '2026-06-20T17:00:00.000Z', 'halfs': {'firstHalfStarted': '20.06.2026 19:00:11', 'secondHalfStarted': '20.06.2026 20:06:22'}, 'periodLength': 45, 'finished': True, 'started': True, 'cancelled': False, 'awarded': False, 'scoreStr': '5 - 1', 'reason': {'short': 'FT', 'shortKey': 'fulltime_short', 'long': 'Full-Time', 'longKey': 'finished'}}",5.0,1.0,FIFA World Cup,GROUP_STAGE,,,
537353,4667780,2026-06-20T20:00:00Z,Germany,Ivory Coast,"{'utcTime': '2026-06-20T20:00:00.000Z', 'halfs': {'firstHalfStarted': '20.06.2026 22:00:04', 'secondHalfStarted': '20.06.2026 23:07:49'}, 'periodLength': 45, 'finished': True, 'started': True, 'cancelled': False, 'awarded': False, 'scoreStr': '2 - 1', 'reason': {'short': 'FT', 'shortKey': 'fulltime_short', 'long': 'Full-Time', 'longKey': 'finished'}}",2.0,1.0,FIFA World Cup,GROUP_STAGE,,,
537354,4667779,2026-06-21T00:00:00Z,Ecuador,Curaçao,"{'utcTime': '2026-06-21T00:00:00.000Z', 'halfs': {'firstHalfStarted': '21.06.2026 02:00:00'}, 'periodLength': 45, 'started': False, 'cancelled': False, 'finished': False}",,,FIFA World Cup,GROUP_STAGE,,,
537360,4667785,2026-06-21T04:00:00Z,Tunisia,Japan,"{'utcTime': '2026-06-21T04:00:00.000Z', 'halfs': {'firstHalfStarted': '21.06.2026 06:00:00'}, 'periodLength': 45, 'started': False, 'cancelled': False, 'finished': False}",,,FIFA World Cup,GROUP_STAGE,,,
537371,4667801,2026-06-21T16:00:00Z,Spain,Saudi Arabia,"{'utcTime': '2026-06-21T16:00:00.000Z', 'halfs': {'firstHalfStarted': '21.06.2026 18:00:00'}, 'periodLength': 45, 'started': False, 'cancelled': False, 'finished': False}",,,FIFA World Cup,GROUP_STAGE,,,
537365,4667793,2026-06-21T19:00:00Z,Belgium,Iran,"{'utcTime': '2026-06-21T19:00:00.000Z', 'halfs': {'firstHalfStarted': '21.06.2026 21:00:00'}, 'periodLength': 45, 'started': False, 'cancelled': False, 'finished': False}",,,FIFA World Cup,GROUP_STAGE,,,
537372,4667800,2026-06-21T22:00:00Z,Uruguay,Cape Verde Islands,"{'utcTime': '2026-06-21T22:00:00.000Z', 'halfs': {'firstHalfStarted': '22.06.2026 00:00:00'}, 'periodLength': 45, 'started': False, 'cancelled': False, 'finished': False}",,,FIFA World Cup,GROUP_STAGE,,,
537366,4667792,2026-06-22T01:00:00Z,New Zealand,Egypt,"{'utcTime': '2026-06-22T01:00:00.000Z', 'halfs': {'firstHalfStarted': '22.06.2026 03:00:00'}, 'periodLength': 45, 'started': False, 'cancelled': False, 'finished': False}",,,FIFA World Cup,GROUP_STAGE,,,
537399,4667815,2026-06-22T17:00:00Z,Argentina,Austria,"{'utcTime': '2026-06-22T17:00:00.000Z', 'halfs': {'firstHalfStarted': '22.06.2026 19:00:00'}, 'periodLength': 45, 'started': False, 'cancelled': False, 'finished': False}",,,FIFA World Cup,GROUP_STAGE,,,
537393,4667807,2026-06-22T21:00:00Z,France,Iraq,"{'utcTime': '2026-06-22T21:00:00.000Z', 'halfs': {'firstHalfStarted': '22.06.2026 23:00:00'}, 'periodLength': 45, 'started': False, 'cancelled': False, 'finished': False}",,,FIFA World Cup,GROUP_STAGE,,,
537394,4667806,2026-06-23T00:00:00Z,Norway,Senegal,"{'utcTime': '2026-06-23T00:00:00.000Z', 'halfs': {'firstHalfStarted': '23.06.2026 02:00:00'}, 'periodLength': 45, 'started': False, 'cancelled': False, 'finished': False}",,,FIFA World Cup,GROUP_STAGE,,,
537400,4667814,2026-06-23T03:00:00Z,Jordan,Algeria,"{'utcTime': '2026-06-23T03:00:00.000Z', 'halfs': {'firstHalfStarted': '23.06.2026 05:00:00'}, 'periodLength': 45, 'started': False, 'cancelled': False, 'finished': False}",,,FIFA World Cup,GROUP_STAGE,,,
537405,4667822,2026-06-23T17:00:00Z,Portugal,Uzbekistan,"{'utcTime': '2026-06-23T17:00:00.000Z', 'halfs': {'firstHalfStarted': '23.06.2026 19:00:00'}, 'periodLength': 45, 'started': False, 'cancelled': False, 'finished': False}",,,FIFA World Cup,GROUP_STAGE,,,
537411,4667828,2026-06-23T20:00:00Z,England,Ghana,"{'utcTime': '2026-06-23T20:00:00.000Z', 'halfs': {'firstHalfStarted': '23.06.2026 22:00:00'}, 'periodLength': 45, 'started': False, 'cancelled': False, 'finished': False}",,,FIFA World Cup,GROUP_STAGE,,,
537412,4667827,2026-06-23T23:00:00Z,Panama,Croatia,"{'utcTime': '2026-06-23T23:00:00.000Z', 'halfs': {'firstHalfStarted': '24.06.2026 01:00:00'}, 'periodLength': 45, 'started': False, 'cancelled': False, 'finished': False}",,,FIFA World Cup,GROUP_STAGE,,,
537406,4667821,2026-06-24T02:00:00Z,Colombia,Congo DR,"{'utcTime': '2026-06-24T02:00:00.000Z', 'halfs': {'firstHalfStarted': '24.06.2026 04:00:00'}, 'periodLength': 45, 'started': False, 'cancelled': False, 'finished': False}",,,FIFA World Cup,GROUP_STAGE,,,
537337,4667761,2026-06-24T19:00:00Z,Switzerland,Canada,"{'utcTime': '2026-06-24T19:00:00.000Z', 'halfs': {'firstHalfStarted': '24.06.2026 21:00:00'}, 'periodLength': 45, 'started': False, 'cancelled': False, 'finished': False}",,,FIFA World Cup,GROUP_STAGE,,,
537338,4667762,2026-06-24T19:00:00Z,Bosnia-Herzegovina,Qatar,"{'utcTime': '2026-06-24T19:00:00.000Z', 'halfs': {'firstHalfStarted': '24.06.2026 21:00:00'}, 'periodLength': 45, 'started': False, 'cancelled': False, 'finished': False}",,,FIFA World Cup,GROUP_STAGE,,,
537343,4667768,2026-06-24T22:00:00Z,Scotland,Brazil,"{'utcTime': '2026-06-24T22:00:00.000Z', 'halfs': {'firstHalfStarted': '25.06.2026 00:00:00'}, 'periodLength': 45, 'started': False, 'cancelled': False, 'finished': False}",,,FIFA World Cup,GROUP_STAGE,,,
537344,4667769,2026-06-24T22:00:00Z,Morocco,Haiti,"{'utcTime': '2026-06-24T22:00:00.000Z', 'halfs': {'firstHalfStarted': '25.06.2026 00:00:00'}, 'periodLength': 45, 'started': False, 'cancelled': False, 'finished': False}",,,FIFA World Cup,GROUP_STAGE,,,
537331,4667755,2026-06-25T01:00:00Z,Czechia,Mexico,"{'utcTime': '2026-06-25T01:00:00.000Z', 'halfs': {'firstHalfStarted': '25.06.2026 03:00:00'}, 'periodLength': 45, 'started': False, 'cancelled': False, 'finished': False}",,,FIFA World Cup,GROUP_STAGE,,,
537332,4667756,2026-06-25T01:00:00Z,South Africa,South Korea,"{'utcTime': '2026-06-25T01:00:00.000Z', 'halfs': {'firstHalfStarted': '25.06.2026 03:00:00'}, 'periodLength': 45, 'started': False, 'cancelled': False, 'finished': False}",,,FIFA World Cup,GROUP_STAGE,,,
537355,4667781,2026-06-25T20:00:00Z,Ecuador,Germany,"{'utcTime': '2026-06-25T20:00:00.000Z', 'halfs': {'firstHalfStarted': '25.06.2026 22:00:00'}, 'periodLength': 45, 'started': False, 'cancelled': False, 'finished': False}",,,FIFA World Cup,GROUP_STAGE,,,
537356,4667782,2026-06-25T20:00:00Z,Curaçao,Ivory Coast,"{'utcTime': '2026-06-25T20:00:00.000Z', 'halfs': {'firstHalfStarted': '25.06.2026 22:00:00'}, 'periodLength': 45, 'started': False, 'cancelled': False, 'finished': False}",,,FIFA World Cup,GROUP_STAGE,,,
537361,4667787,2026-06-25T23:00:00Z,Tunisia,Netherlands,"{'utcTime': '2026-06-25T23:00:00.000Z', 'halfs': {'firstHalfStarted': '26.06.2026 01:00:00'}, 'periodLength': 45, 'started': False, 'cancelled': False, 'finished': False}",,,FIFA World Cup,GROUP_STAGE,,,
537362,4667788,2026-06-25T23:00:00Z,Japan,Sweden,"{'utcTime': '2026-06-25T23:00:00.000Z', 'halfs': {'firstHalfStarted': '26.06.2026 01:00:00'}, 'periodLength': 45, 'started': False, 'cancelled': False, 'finished': False}",,,FIFA World Cup,GROUP_STAGE,,,
537349,4667775,2026-06-26T02:00:00Z,Turkey,United States,"{'utcTime': '2026-06-26T02:00:00.000Z', 'halfs': {'firstHalfStarted': '26.06.2026 04:00:00'}, 'periodLength': 45, 'started': False, 'cancelled': False, 'finished': False}",,,FIFA World Cup,GROUP_STAGE,,,
537350,4667776,2026-06-26T02:00:00Z,Paraguay,Australia,"{'utcTime': '2026-06-26T02:00:00.000Z', 'halfs': {'firstHalfStarted': '26.06.2026 04:00:00'}, 'periodLength': 45, 'started': False, 'cancelled': False, 'finished': False}",,,FIFA World Cup,GROUP_STAGE,,,
537395,4667808,2026-06-26T19:00:00Z,Norway,France,"{'utcTime': '2026-06-26T19:00:00.000Z', 'halfs': {'firstHalfStarted': '26.06.2026 21:00:00'}, 'periodLength': 45, 'started': False, 'cancelled': False, 'finished': False}",,,FIFA World Cup,GROUP_STAGE,,,
537396,4667809,2026-06-26T19:00:00Z,Senegal,Iraq,"{'utcTime': '2026-06-26T19:00:00.000Z', 'halfs': {'firstHalfStarted': '26.06.2026 21:00:00'}, 'periodLength': 45, 'started': False, 'cancelled': False, 'finished': False}",,,FIFA World Cup,GROUP_STAGE,,,
537373,4667802,2026-06-27T00:00:00Z,Uruguay,Spain,"{'utcTime': '2026-06-27T00:00:00.000Z', 'halfs': {'firstHalfStarted': '27.06.2026 02:00:00'}, 'periodLength': 45, 'started': False, 'cancelled': False, 'finished': False}",,,FIFA World Cup,GROUP_STAGE,,,
537374,4667803,2026-06-27T00:00:00Z,Cape Verde Islands,Saudi Arabia,"{'utcTime': '2026-06-27T00:00:00.000Z', 'halfs': {'firstHalfStarted': '27.06.2026 02:00:00'}, 'periodLength': 45, 'started': False, 'cancelled': False, 'finished': False}",,,FIFA World Cup,GROUP_STAGE,,,
537367,4667794,2026-06-27T03:00:00Z,New Zealand,Belgium,"{'utcTime': '2026-06-27T03:00:00.000Z', 'halfs': {'firstHalfStarted': '27.06.2026 05:00:00'}, 'periodLength': 45, 'started': False, 'cancelled': False, 'finished': False}",,,FIFA World Cup,GROUP_STAGE,,,
537368,4667795,2026-06-27T03:00:00Z,Egypt,Iran,"{'utcTime': '2026-06-27T03:00:00.000Z', 'halfs': {'firstHalfStarted': '27.06.2026 05:00:00'}, 'periodLength': 45, 'started': False, 'cancelled': False, 'finished': False}",,,FIFA World Cup,GROUP_STAGE,,,
537413,4667829,2026-06-27T21:00:00Z,Panama,England,"{'utcTime': '2026-06-27T21:00:00.000Z', 'halfs': {'firstHalfStarted': '27.06.2026 23:00:00'}, 'periodLength': 45, 'started': False, 'cancelled': False, 'finished': False}",,,FIFA World Cup,GROUP_STAGE,,,
537414,4667830,2026-06-27T21:00:00Z,Croatia,Ghana,"{'utcTime': '2026-06-27T21:00:00.000Z', 'halfs': {'firstHalfStarted': '27.06.2026 23:00:00'}, 'periodLength': 45, 'started': False, 'cancelled': False, 'finished': False}",,,FIFA World Cup,GROUP_STAGE,,,
